rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q13__1,Q13__2,Q13__3,Q13__4,Q13__5,Q13__6,Q13__7,Q13__8,Q13__9,Q13__10,Q13__11,Q2__1,Q5__1,Q6__1,Q7__1,Q8__1,Q9__1,Q10__1,Q11__1,Q12__1,Q13__1__open2,Q13__2__open2,Q13__3__open2,Q13__4__open2,Q13__5__open2,Q13__6__open2,Q13__7__open2,Q13__8__open2,Q13__9__open2,Q13__10__open2,Q13__11__open2,Q2__1__open2,Q5__1__open2,Q6__1__open2,Q7__1__open2,Q8__1__open2,Q9__1__open2,Q10__1__open2,Q11__1__open2,Q12__1__open2,Q16__1,Q19__1,Q13__1_题项,Q13__2_题项,Q13__3_题项,Q13__4_题项,Q13__5_题项,Q13__6_题项,Q13__7_题项,Q13__8_题项,Q13__9_题项,Q13__10_题项,Q13__11_题项,Q2__1_题项,Q5__1_题项,Q6__1_题项,Q7__1_题项,Q8__1_题项,Q9__1_题项,Q10__1_题项,Q11__1_题项,Q12__1_题项,Q16__1_题项,Q19__1_题项
1533656,2026-04-03 18:00:48,2026-04-03 18:14:05,13分17秒,124.152.246.54,pc,36,36,兰州,5,5,5,5,5,5,5,5,5,5,5.0,4.0,5,5,5,5,5,5,5,5,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533657,2026-04-03 18:15:43,2026-04-03 18:27:25,11分42秒,39.144.224.194,iPhone,3,3,重庆,3,5,5,2,2,4,5,3,4,4,5.0,5.0,5,4,4,4,4,4,4,4,排课时间比较少,老师服务细致,老师服务非常好,课程全是线上课程，对于我们的学生接受度不高,被学生家长投诉最多,1,老师服务细致,希望跟精英计划合并,知道申请要求高，评估的时候让很多想把日本当必选项的学生放弃,希望几种途径合并，sgu本身要求高，想签英国香港的学生因为要求高放弃签约,1,,,,,,,,,,精英，直升 sgu合并,sgu 精英 直申合并,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533658,2026-04-03 19:23:08,2026-04-03 19:26:27,3分18秒,218.28.253.218,iPhone,9,9,郑州,5,5,5,4,4,4,4,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,专业,很专业,不错,不错,不错,还不错,还不错,很好,很好,实用,很不错,很好,认可,认可,认可,认可,很好,很好,很好,很好,暂无,混合申请合同的研发,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533666,2026-04-04 09:37:08,2026-04-04 09:43:06,5分58秒,122.227.181.106,pc,41,41,宁波,4,4,2,4,4,4,4,4,3,3,4.0,4.0,4,4,4,4,4,4,4,4,无,无,无,无,无,无,无,无,无,无,无,,无,,,,,,,,线上班课加一些周末班,合同中只会提到XX指导，那具体指导到什么程度？合同中包含的服务解析，能展示给家长看的服务详细流程,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533668,2026-04-04 10:12:47,2026-04-04 10:21:50,9分3秒,221.231.167.222,pc,5,5,南京,4,4,4,5,4,5,5,5,5,5,4.0,4.0,4,5,5,5,5,5,4,5,挺好的，家长可以按需选择,短期的服务很好，但是长线的   中间断档期很长,目前签约的数据比较少，无法给出原因，目前再带的学生还未申请,很好,挺好的，但是升学方案基本都是照搬，缺少按照学生情况定制的院校推荐方案,还没签约过,非常好，一如既往得好,非常好，一如既往得好,非常好，一如既往得好,非常好，一如既往得好,挺好的,大部分是可以覆盖的，但是就业相关的目前还未有,大部分都很认可,已经充分培训,物料丰富,都能及时应对市场的变化,均可以协助解决,均是第一时间应对,本科境外可能需要时间对接，大学院都很及时,是的,境外私塾的学生，升学方案，后续是否可以针对不同学生给与一些申请建议，如果已经辅导的很充分，辛苦针对辅导内容发送服务群，让国内家长以及前期老师知晓，避免风险,目前市场对于就业的关注越来越热门，但是 亚洲日本方向还未开发相关关联服务，期待后续可以顺应市场的风向,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533677,2026-04-04 21:52:28,2026-04-11 11:13:36,6天13时21分8秒,61.183.140.66,pc,7,7,武汉,3,5,4,5,4,4,5,4,4,4,4.0,4.0,4,5,4,4,4,4,4,4,学生反馈理科老师上课感受一般,目前只签约过一位学生，录取很不错，授课老师很认真。,目前签约的几位学生，最终还是走了常规路径，不清楚直达计划成功案例,促签工具全面，群回复很及时,信息同步家长,希望有考团的出分外化,正常,正常,符合项目的学生少，对在途学生的服务频率可以再高一些,正常,正常,符合升学，欠缺就业,基本满意,充分,正常,还需要校对，比如：日本留学全路径规划-素养课程含东京线下第19页，日本留学-前途塾-素养课程2026年开课时间第10页，校内考试查漏补缺，时间错误,有,有解决,有解决,有的,求职类,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533680,2026-04-05 10:02:43,2026-04-05 10:12:43,9分59秒,59.46.164.102,pc,23,23,大连,3,5,3,5,3,3,5,5,3,3,3.0,5.0,5,4,5,5,5,3,4,5,因为没卖过这个课程所以不是很了解后续的服务，所以给到中间分数,合作了一位李壮老师，老师专业度很强耐心负责,也是没有做过这个业务的课程所以不了解具体服务过程,听过孟老师的培训觉得老师非常好,还没有开启这项服务,没有学生报名过这项服务,合作过这项产品老师对接的很及时，时间节点都有提醒学生需要做什么,正在服务一位客户中,没有开启这项服务所以还不够了解,没有开启这项服务所以还不够了解,没有开启这项服务所以还不够了解,比较符合吧，我是新人老师，学校出什么产品我就跟着学校的安排走,家长和同学都很满意,老师们很负责，培训内容都讲的比较清晰，但是这个工作还是需要长期积累的,挺好的,准确,能,暂时还没有遇到这个情况,应该可以的吧，暂时没有遇到这样的情况,是的，老师们都很耐心沟通,暂时没有什么建议，我还是学习状态,暂时没有什么建议，还是学习状态,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533684,2026-04-05 11:08:07,2026-04-05 11:11:29,3分21秒,183.159.168.185,pc,15,15,杭州,5,5,5,5,5,5,5,4,5,5,4.0,5.0,5,5,5,5,5,5,5,5,好,好,好,好,好,好,好,可以再灵活一些,好,好,匹配导师不够全,,,,,,,,,,无,无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533685,2026-04-05 13:58:31,2026-04-05 14:28:29,29分57秒,58.248.66.54,pc,6,6,广州,4,3,3,4,4,3,3,4,4,4,3.0,4.0,3,4,4,3,4,4,3,3,排课日程清晰,老师的跟进较少,没签过不清楚,内容比较清楚,服务内容较清晰,还没签过不清楚,看申请老师，有的申请反馈及时有的不及时群里都看不到进度，学生跑来问套磁进度后才给反馈,目前对接的申请老师跟进反馈都比较及时,在申请中的都挺全面的,老师反馈及时学生基本都没啥问题,对接课时反馈很慢，这周反馈对接老师排课，下周才回复，但群里回了信息后还是没排课,大体需求都有规划对接，适配度还行，只是具体服务过程质量有参差,一般,有,有册子,不清楚,有,目前都算解决了,没有,不清楚,学部的语校对接总是不清晰，学生入境问题不知道找谁，中期服务沟通也比较少，这部分可能需要再细化一下,套磁和申请进度需要及时反馈同步，以及根据套磁结果及时给学生规划建议，需要和学生稍微展开说明比如换院校和加教授的原因，考虑学生的认知等,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533689,2026-04-06 09:34:34,2026-04-06 09:53:05,18分31秒,59.49.25.62,Android,20,20,太原,5,5,4,5,4,5,5,5,4,5,4.0,4.0,4,4,4,5,5,5,5,5,课程回看的时间能否再长一些,非常棒,总部学部老师能否跟大学院老师一样每月跟进维护,老师的课程和服务非常好,希望境外老师能回应前期顾问对于学习在读状态的疑问,价格上劝退一部分学生，如能有低价位产品供选择更好,一如既往的好,一如既往的好,门槛太高,很棒，但是申请套磁阶段不能补充学校，风险大,不敢问,,,,,,,,,,在读期间辅导服务，留学后就业指导服务,就业指导服务,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533692,2026-04-06 09:45:11,2026-04-06 09:50:50,5分38秒,124.72.60.142,pc,13,13,厦门,4,4,4,5,5,4,5,5,5,5,4.0,5.0,5,5,5,5,5,5,5,5,回放时长增加,尽量在学生出境前消课,对接学校资料分享,无,无,学生暂未出境,无,无,无,无,课后反馈可以更具体一些,,,,,,,,,,暂无,暂无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533697,2026-04-06 10:09:44,2026-04-06 10:35:07,25分23秒,218.27.37.98,pc,29,29,长春,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5,5,5,5,5,5,5,5,很好,很好,很好,很好,很好,选择更多,很好,很好,很好,很好,很好,产品多样,满意,很好,是,是,,,,,线下私塾其他分公司得研发,境内得私塾课程得宣传,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533698,2026-04-06 10:16:32,2026-04-06 10:30:23,13分50秒,175.169.72.59,iPhone,14,14,沈阳,5,4,2,5,4,3,4,4,4,4,4.0,4.0,4,4,3,3,3,4,4,3,方便，价位一般家长都能接受,沈阳这边卖的一般，家长认可但是客单价还是认为贵,不太了解 ，不太敢推怕成功率不高引起客诉,配合度高 学生的问题都能及时解决,今年应该比往年会越来越好，走一轮在评论,学生会需要，就是课程家长认为都学习过了两万多考冲课贵没太大必要，但是还想要陪伴接送不是只要代报名,评估及时，但是服务过程中中期服务个别老师比较敷衍，产品贩卖时候会突出中期的重要，比如精准定校定专业方向，可是好多老师头脑风暴后只是发表格，一个月问问是否看了，敷衍的走流程，没有陪伴跟盯，只是到时间轴着急忙慌的定校早早完成报完成,申请的学生少，12000语言学校申请费+4500直申费东北这边竞争不过免费语言学校➕到了日本私塾进学的机构,申请的少，讲不太明白,评估及时，但是成功率一般，还得sgu竞争太激烈了，慎重签约,评估及时，希望和申请团队更积极配合一起努力,,,,只有各条线案例分享，没有什么产品单独宣传吧,哪些是产品宣传？,不知道没有反馈过,,,没有,有没有我们新东方自己研发的EJU课程和练习册也出个书什么的，针对性更强一些,旁听生 修士  sgu 能混合最好，迎合当下联合申请的节奏,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
1533700,2026-04-06 11:09:36,2026-04-06 11:53:14,43分38秒,119.62.102.251,pc,24,24,昆明,4,2,4,5,2,4,1,2,5,5,2.0,1.0,1,2,4,4,2,3,3,2,无,1.没有学校、专业特色介绍 2.学生定校表格同一专业方向没有区别 学生私下沟通觉得报名一个人即可,无,给到一个夯！,时间通知错学生,无,1.中期对学校教授都不了解，甚至连建议都无法给到。2中后期发信过程中内部录取情况也不互通有无，自己手里学生的录取情况也不提前和学生沟通，好做后续的降校联系教授，时间一拖再拖最后拖到没时间没录取。大部分留学学生都是水平中下的学生，不是各个都要最好的学校，但作为外国人，学生本身不了解学校，如果中期也只会考qs来定位学校，那学生要中期的意义在哪里。后期如果只是翻译校准那现在的竞争力也不足，不如都替换成专业领域相关的老师,价格很高但服务内容太少，且不是很适用于当下市场，研究生+直申是结果导向的需求，也是大部分学生的需求，直申院校有的教授回复需要旁听，但直申合同不负责旁听材料准备。,好,需要联申合同,无,近几年招生情况及途径变化不更新不同步 不整理。所谓数据库的优势看不到。 精英计划定10所套磁院校，5所回复不招收研究生叫直考。,1，大部分是给表格，给一些还需要学生去核实的信息为主。没有建议、没有指导。,1.精英计划每年的录取情况，人文社科、理工医农，具体到大部分背景学生的录取分析，而不是申请成功百分之多少，985背景申请到群马也算申请率，那录取的逻辑是什么？学校招生的变化是什么？直申的话哪些学校哪些专业可以英语笔试？对于想尽快入学又想去日本的学生要给选择。,,,年年反馈 年年都是一个问题,部分中后期1不具备专业能力 2不具备服务能力 不知道上市公司留这部分到底要怎么做增长啊？,只提风险 不给预案,学部会充分交流 大学院都是客诉交流,1.境外服务可以增加未预定宿舍学生的接送机。#2.日本高中咨询人数越来越多，可申请的学校，课程体制IB、AL、日高，选择面可以更广一些。,建议一直在提，期待去年有今年无,1、EJU总部线上课程,2、EJU总部中期plus,3、学部直达计划,4、前途塾素养课程（梦/日出/向日葵）,5、前途塾境外课程,6、EJU香港考团,7、大学院日文研究生精英计划,8、大学院日文直申,9、SGU英文授课本科留学服务,10、SGU英文授课大学院留学服务,11、前途塾-大学院高端学术课程,产品适配度：产品是否符合目标学生群体的升学或未来就业需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,产品培训：是否提供充分的培训，使销售顾问能清晰了解产品特点、优势、风险点及定位？,推广支持力度：是否有充分的市场材料、宣传方案，帮助销售顾问更好推广？,产品背景核验：在产品宣传过程中，是否对宣传资料内容进行核验，以确保其真实，准确？,响应及时性：当分公司反馈产品问题时，分管产品服务团队是否能够快速响应，及时介入协助分公司解决问题？,问题解决能力：当产品出现问题或客户投诉时，分管产品团队是否能迅速给出有效解决方案，且问题得到有效的解决？,风险预警：在发现潜在服务风险时，是否能及时提醒分公司并给出避险预案？,产品迭代更新：是否就服务问题，与分公司进行充分交流，总结并做产品优化迭代？,期待您的反馈,期待您的反馈
